source_group,split,n_images,n_boxes,crack_boxes,pothole_boxes,background_only
crack500_20160329_101342_1_361_jpg,train,1,1,1,0,0
crack500_20160329_101342_641_361_jpg,train,1,2,2,0,0
crack500_20160329_101347_1281_721_jpg,train,1,1,1,0,0
crack500_20160329_101347_1_361_jpg,test,1,1,1,0,0
crack500_20160329_101347_641_361_jpg,train,1,1,1,0,0
crack500_20160329_101503_1281_361_jpg,test,1,1,1,0,0
crack500_20160329_101503_1281_721_jpg,test,1,2,2,0,0
crack500_20160329_101503_1921_1_jpg,test,1,1,1,0,0
crack500_20160329_101503_1921_361_jpg,train,1,2,2,0,0
crack500_20160329_101503_1_361_jpg,val,1,1,1,0,0
crack500_20160329_101503_1_721_jpg,train,1,1,1,0,0
crack500_20160329_101507_1281_361_jpg,train,1,1,1,0,0
crack500_20160329_101507_1921_361_jpg,train,1,1,1,0,0
crack500_20160329_101507_1921_721_jpg,train,1,1,1,0,0
crack500_20160329_101507_1_1_jpg,val,1,1,1,0,0
crack500_20160329_101507_1_361_jpg,train,1,2,2,0,0
crack500_20160329_101507_641_1_jpg,test,1,1,1,0,0
crack500_20160329_101507_641_361_jpg,train,1,1,1,0,0
crack500_20160329_101511_1281_361_jpg,test,1,1,1,0,0
crack500_20160329_101511_1281_721_jpg,train,1,1,1,0,0
crack500_20160329_101511_1921_1_jpg,test,1,1,1,0,0
crack500_20160329_101511_1921_721_jpg,test,1,2,2,0,0
crack500_20160329_101511_1_721_jpg,train,1,1,1,0,0
crack500_20160329_101511_641_721_jpg,test,1,1,1,0,0
crack500_20160329_101514_1281_361_jpg,test,1,1,1,0,0
crack500_20160329_101514_1281_721_jpg,train,1,2,2,0,0
crack500_20160329_101514_1921_721_jpg,test,1,1,1,0,0
crack500_20160329_101514_1_361_jpg,test,1,1,1,0,0
crack500_20160329_101514_641_361_jpg,test,1,2,2,0,0
crack500_20160329_101514_641_721_jpg,train,1,2,2,0,0
crack500_20160329_101520_1281_361_jpg,train,1,1,1,0,0
crack500_20160329_101520_1921_361_jpg,test,1,1,1,0,0
crack500_20160329_101520_1_361_jpg,train,1,1,1,0,0
crack500_20160329_101520_1_721_jpg,train,1,1,1,0,0
crack500_20160329_101520_641_361_jpg,train,1,1,1,0,0
crack500_20160329_101520_641_721_jpg,train,1,1,1,0,0
crack500_20160329_101524_1281_361_jpg,train,1,3,3,0,0
crack500_20160329_101524_1281_721_jpg,test,1,2,2,0,0
crack500_20160329_101524_1921_361_jpg,val,1,1,1,0,0
crack500_20160329_101524_1_361_jpg,train,1,1,1,0,0
crack500_20160329_101524_1_721_jpg,test,1,2,2,0,0
crack500_20160329_101524_641_361_jpg,train,1,1,1,0,0
crack500_20160329_101524_641_721_jpg,test,1,1,1,0,0
crack500_20160329_103530_1281_361_jpg,test,1,1,1,0,0
crack500_20160329_103530_1281_721_jpg,train,1,1,1,0,0
crack500_20160329_103530_1921_1_jpg,test,1,1,1,0,0
crack500_20160329_103530_1921_721_jpg,test,1,2,2,0,0
crack500_20160329_103530_1_361_jpg,train,1,1,1,0,0
crack500_20160329_103530_1_721_jpg,test,1,1,1,0,0
crack500_20160329_103530_641_361_jpg,test,1,1,1,0,0
crack500_20160329_103609_1281_361_jpg,test,1,1,1,0,0
crack500_20160329_103609_1921_1081_jpg,test,1,1,1,0,0
crack500_20160329_103609_1_1921_jpg,val,1,1,1,0,0
crack500_20160329_103609_361_1281_jpg,test,1,2,2,0,0
crack500_20160329_103609_361_1921_jpg,train,1,1,1,0,0
crack500_20160329_103609_361_1_jpg,test,1,1,1,0,0
crack500_20160329_103609_361_641_jpg,test,1,1,1,0,0
crack500_20160329_103609_641_721_jpg,test,1,1,1,0,0
crack500_20160329_103609_721_1281_jpg,train,1,1,1,0,0
crack500_20160329_103609_721_1921_jpg,test,1,1,1,0,0
crack500_20160329_103609_721_641_jpg,test,1,1,1,0,0
crack500_20160329_103626_1921_721_jpg,train,1,1,1,0,0
crack500_20160329_103626_1_1_jpg,val,1,1,1,0,0
crack500_20160329_103626_1_361_jpg,val,1,1,1,0,0
crack500_20160329_103626_641_361_jpg,test,1,1,1,0,0
crack500_20160329_103800_1281_361_jpg,train,1,1,1,0,0
crack500_20160329_103800_1281_721_jpg,test,1,1,1,0,0
crack500_20160329_103800_1921_361_jpg,train,1,1,1,0,0
crack500_20160329_103800_1_641_jpg,test,1,1,1,0,0
crack500_20160329_103800_1_721_jpg,val,1,1,1,0,0
crack500_20160329_103800_361_1281_jpg,train,1,2,2,0,0
crack500_20160329_103800_361_1921_jpg,train,1,2,2,0,0
crack500_20160329_103800_361_1_jpg,train,1,1,1,0,0
crack500_20160329_103800_641_361_jpg,val,1,2,2,0,0
crack500_20160329_103800_641_721_jpg,test,1,2,2,0,0
crack500_20160329_103800_721_1281_jpg,test,1,2,2,0,0
crack500_20160329_103800_721_1921_jpg,test,1,1,1,0,0
crack500_20160329_103800_721_1_jpg,test,1,2,2,0,0
crack500_20160329_103800_721_641_jpg,val,1,2,2,0,0
crack500_20160329_103807_1081_1_jpg,test,1,1,1,0,0
crack500_20160329_103807_1281_721_jpg,test,1,1,1,0,0
crack500_20160329_103807_1921_721_jpg,train,1,1,1,0,0
crack500_20160329_103807_1_361_jpg,train,1,1,1,0,0
crack500_20160329_103807_1_721_jpg,train,1,1,1,0,0
crack500_20160329_103807_361_1281_jpg,test,1,1,1,0,0
crack500_20160329_103807_361_1921_jpg,train,1,3,3,0,0
crack500_20160329_103807_361_1_jpg,test,1,1,1,0,0
crack500_20160329_103807_361_641_jpg,test,1,1,1,0,0
crack500_20160329_103807_641_721_jpg,val,1,1,1,0,0
crack500_20160329_103807_721_1_jpg,train,1,1,1,0,0
crack500_20160329_104024_1281_1_jpg,test,1,1,1,0,0
crack500_20160329_104024_1281_361_jpg,test,1,2,2,0,0
crack500_20160329_104024_1281_721_jpg,train,1,2,2,0,0
crack500_20160329_104024_1921_1_jpg,test,1,2,2,0,0
crack500_20160329_104024_1921_361_jpg,test,1,1,1,0,0
crack500_20160329_104024_1_1081_jpg,val,1,1,1,0,0
crack500_20160329_104024_1_1_jpg,test,1,1,1,0,0
crack500_20160329_104024_1_361_jpg,train,1,1,1,0,0
crack500_20160329_104024_1_721_jpg,test,1,1,1,0,0
crack500_20160329_104024_641_721_jpg,train,1,2,2,0,0
crack500_20160329_104031_1281_361_jpg,train,1,2,2,0,0
crack500_20160329_104031_1921_361_jpg,val,1,1,1,0,0
crack500_20160329_104031_1_1081_jpg,val,1,1,1,0,0
crack500_20160329_104031_641_1_jpg,test,1,1,1,0,0
crack500_20160329_104031_641_361_jpg,train,1,1,1,0,0
crack500_20160329_104031_641_721_jpg,train,1,1,1,0,0
crack500_20160329_104035_1281_1081_jpg,val,1,1,1,0,0
crack500_20160329_104035_1281_361_jpg,train,1,1,1,0,0
crack500_20160329_104035_1281_721_jpg,test,1,1,1,0,0
crack500_20160329_104035_1921_361_jpg,test,1,2,2,0,0
crack500_20160329_104035_1_1_jpg,train,1,1,1,0,0
crack500_20160329_104035_641_361_jpg,train,1,1,1,0,0
crack500_20160329_104035_641_721_jpg,val,1,1,1,0,0
crack500_20160329_104038_1281_361_jpg,train,1,1,1,0,0
crack500_20160329_104038_1921_361_jpg,train,1,1,1,0,0
crack500_20160329_104038_1_361_jpg,train,1,1,1,0,0
crack500_20160329_104038_641_361_jpg,test,1,1,1,0,0
crack500_20160329_104100_1281_361_jpg,val,1,1,1,0,0
crack500_20160329_104100_1281_721_jpg,train,1,1,1,0,0
crack500_20160329_104100_1921_361_jpg,val,1,1,1,0,0
crack500_20160329_104100_1921_721_jpg,train,1,2,2,0,0
crack500_20160329_104100_1_721_jpg,train,1,1,1,0,0
crack500_20160329_104100_641_721_jpg,test,1,1,1,0,0
crack500_20160329_104107_1281_1_jpg,train,1,1,1,0,0
crack500_20160329_104107_1281_721_jpg,test,1,4,4,0,0
crack500_20160329_104107_1921_1_jpg,val,1,1,1,0,0
crack500_20160329_104107_1921_361_jpg,test,1,1,1,0,0
crack500_20160329_104107_1_1081_jpg,test,1,3,3,0,0
crack500_20160329_104107_1_1_jpg,train,1,1,1,0,0
crack500_20160329_104107_1_361_jpg,train,1,1,1,0,0
crack500_20160329_104107_641_1_jpg,train,1,2,2,0,0
crack500_20160329_104107_641_721_jpg,train,1,1,1,0,0
crack500_20160329_104111_1281_1081_jpg,train,1,2,2,0,0
crack500_20160329_104111_1281_361_jpg,val,1,1,1,0,0
crack500_20160329_104111_1921_721_jpg,test,1,1,1,0,0
crack500_20160329_104111_1_361_jpg,val,1,1,1,0,0
crack500_20160329_104111_641_1_jpg,test,1,1,1,0,0
crack500_20160329_104111_641_361_jpg,train,1,2,2,0,0
crack500_20160329_104111_641_721_jpg,val,1,1,1,0,0
crack500_20160329_104117_1_1081_jpg,train,1,2,2,0,0
crack500_20160329_104117_1_1_jpg,train,1,1,1,0,0
crack500_20160329_104117_1_361_jpg,val,1,1,1,0,0
crack500_20160329_104117_1_721_jpg,train,1,2,2,0,0
crack500_20160329_104117_641_1_jpg,test,1,1,1,0,0
crack500_20160329_104117_641_361_jpg,train,1,3,3,0,0
crack500_20160329_104117_641_721_jpg,train,1,1,1,0,0
crack500_20160329_104120_1281_361_jpg,val,1,2,2,0,0
crack500_20160329_104120_1281_721_jpg,train,1,2,2,0,0
crack500_20160329_104120_1921_1081_jpg,test,1,1,1,0,0
crack500_20160329_104120_1921_1_jpg,train,1,1,1,0,0
crack500_20160329_104120_1921_361_jpg,train,1,1,1,0,0
crack500_20160329_104120_641_361_jpg,train,1,1,1,0,0
crack500_20160329_104133_1281_361_jpg,test,1,2,2,0,0
crack500_20160329_104133_1281_721_jpg,test,1,1,1,0,0
crack500_20160329_104133_1921_721_jpg,test,1,1,1,0,0
crack500_20160329_104133_1_721_jpg,test,1,2,2,0,0
crack500_20160329_104133_641_361_jpg,train,1,1,1,0,0
crack500_20160329_104133_641_721_jpg,test,1,1,1,0,0
crack500_20160329_104152_1281_1081_jpg,test,1,1,1,0,0
crack500_20160329_104152_1281_721_jpg,train,1,2,2,0,0
crack500_20160329_104152_1921_1081_jpg,test,1,1,1,0,0
crack500_20160329_104152_1921_361_jpg,test,1,1,1,0,0
crack500_20160329_104152_1921_721_jpg,train,1,1,1,0,0
crack500_20160329_104152_1_361_jpg,test,1,1,1,0,0
crack500_20160329_104201_1281_721_jpg,test,1,1,1,0,0
crack500_20160329_104201_1921_721_jpg,test,1,1,1,0,0
crack500_20160329_104201_1_361_jpg,train,1,1,1,0,0
crack500_20160329_104201_1_721_jpg,val,1,1,1,0,0
crack500_20160329_104201_641_361_jpg,val,1,1,1,0,0
crack500_20160329_104201_641_721_jpg,val,1,2,2,0,0
crack500_20160329_104205_1281_361_jpg,test,1,1,1,0,0
crack500_20160329_104205_1281_721_jpg,train,1,1,1,0,0
crack500_20160329_104205_1921_721_jpg,test,1,1,1,0,0
crack500_20160329_104205_1_361_jpg,train,1,2,2,0,0
crack500_20160329_104205_1_721_jpg,val,1,1,1,0,0
crack500_20160329_104205_641_361_jpg,train,1,1,1,0,0
crack500_20160329_104205_641_721_jpg,val,1,1,1,0,0
crack500_20160329_111111_1281_361_jpg,train,1,1,1,0,0
crack500_20160329_111111_1281_721_jpg,test,1,1,1,0,0
crack500_20160329_111111_1921_721_jpg,test,1,1,1,0,0
crack500_20160329_111111_1_361_jpg,train,1,1,1,0,0
crack500_20160329_111111_361_1281_jpg,test,1,2,2,0,0
crack500_20160329_111111_361_1921_jpg,train,1,1,1,0,0
crack500_20160329_111111_361_641_jpg,val,1,1,1,0,0
crack500_20160329_111111_641_361_jpg,val,1,2,2,0,0
crack500_20160329_111111_641_721_jpg,test,1,1,1,0,0
crack500_20160329_111111_721_1281_jpg,train,1,1,1,0,0
crack500_20160329_111111_721_1921_jpg,train,1,1,1,0,0
crack500_20160329_111111_721_1_jpg,val,1,1,1,0,0
crack500_20160329_111111_721_641_jpg,test,1,2,2,0,0
crack500_20160329_115529_1281_1081_jpg,val,1,1,1,0,0
crack500_20160329_115529_1281_721_jpg,train,1,2,2,0,0
crack500_20160329_115529_1921_1081_jpg,test,1,2,2,0,0
crack500_20160329_115529_1921_361_jpg,train,1,1,1,0,0
crack500_20160329_115529_1921_721_jpg,train,1,4,4,0,0
crack500_20160329_115529_641_721_jpg,train,1,1,1,0,0
crack500_20160329_115531_1281_1081_jpg,test,1,1,1,0,0
crack500_20160329_115531_1281_1_jpg,test,1,1,1,0,0
crack500_20160329_115531_1281_721_jpg,val,1,1,1,0,0
crack500_20160329_115531_1921_1_jpg,val,1,1,1,0,0
crack500_20160329_115531_1921_361_jpg,val,1,2,2,0,0
crack500_20160329_115531_1921_721_jpg,test,1,2,2,0,0
crack500_20160329_115531_1_1_jpg,val,1,1,1,0,0
crack500_20160329_115531_1_721_jpg,test,1,1,1,0,0
crack500_20160329_115531_641_1081_jpg,train,1,1,1,0,0
crack500_20160330_160938_1281_361_jpg,train,1,2,2,0,0
crack500_20160330_160938_1281_721_jpg,test,1,2,2,0,0
crack500_20160330_160938_1921_721_jpg,val,1,2,2,0,0
crack500_20160330_160938_1_361_jpg,test,1,1,1,0,0
crack500_20160330_160938_1_721_jpg,test,1,2,2,0,0
crack500_20160330_160938_641_361_jpg,test,1,1,1,0,0
crack500_20160330_160957_1281_1081_jpg,train,1,1,1,0,0
crack500_20160330_160957_1281_1_jpg,val,1,1,1,0,0
crack500_20160330_160957_1281_361_jpg,train,1,3,3,0,0
crack500_20160330_160957_1281_721_jpg,train,1,4,4,0,0
crack500_20160330_160957_1921_361_jpg,test,1,2,2,0,0
crack500_20160330_160957_1921_721_jpg,test,1,2,2,0,0
crack500_20160330_160957_1_1_jpg,val,1,1,1,0,0
crack500_20160330_160957_1_361_jpg,test,1,1,1,0,0
crack500_20160330_160957_641_1_jpg,train,1,2,2,0,0
crack500_20160330_160957_641_361_jpg,val,1,2,2,0,0
crack500_20160330_160957_641_721_jpg,test,1,1,1,0,0
crack500_20160330_163725_1281_1081_jpg,train,1,1,1,0,0
crack500_20160330_163725_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_163725_1281_721_jpg,val,1,2,2,0,0
crack500_20160330_163725_1921_1_jpg,val,1,2,2,0,0
crack500_20160330_163725_641_1_jpg,val,1,1,1,0,0
crack500_20160330_163725_641_361_jpg,train,1,3,3,0,0
crack500_20160330_163725_641_721_jpg,test,1,1,1,0,0
crack500_20160330_163855_1281_1081_jpg,val,1,1,1,0,0
crack500_20160330_163855_1281_721_jpg,test,1,2,2,0,0
crack500_20160330_163855_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_163855_1_721_jpg,val,1,1,1,0,0
crack500_20160330_163855_641_1_jpg,train,1,1,1,0,0
crack500_20160330_163855_641_361_jpg,test,1,1,1,0,0
crack500_20160330_163855_641_721_jpg,train,1,1,1,0,0
crack500_20160330_163941_1281_361_jpg,train,1,1,1,0,0
crack500_20160330_163941_1281_721_jpg,val,1,1,1,0,0
crack500_20160330_163941_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_163941_1_361_jpg,val,1,1,1,0,0
crack500_20160330_163941_641_361_jpg,test,1,1,1,0,0
crack500_20160330_163946_1281_361_jpg,train,1,1,1,0,0
crack500_20160330_163946_1921_361_jpg,train,1,1,1,0,0
crack500_20160330_163946_1_361_jpg,test,1,1,1,0,0
crack500_20160330_164743_1281_1081_jpg,train,1,2,2,0,0
crack500_20160330_164743_1281_1_jpg,val,1,1,1,0,0
crack500_20160330_164743_1281_361_jpg,train,1,1,1,0,0
crack500_20160330_164743_1281_721_jpg,train,1,2,2,0,0
crack500_20160330_164743_1921_361_jpg,test,1,1,1,0,0
crack500_20160330_164743_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_164743_1_721_jpg,train,1,1,1,0,0
crack500_20160330_164743_641_1081_jpg,test,1,1,1,0,0
crack500_20160330_164743_641_721_jpg,test,1,1,1,0,0
crack500_20160330_164935_1281_1081_jpg,test,1,2,2,0,0
crack500_20160330_164935_1281_721_jpg,train,1,4,4,0,0
crack500_20160330_164935_1921_1081_jpg,val,1,1,1,0,0
crack500_20160330_164935_1_1081_jpg,val,1,1,1,0,0
crack500_20160330_164935_1_721_jpg,train,1,2,2,0,0
crack500_20160330_164935_641_721_jpg,val,1,1,1,0,0
crack500_20160330_165325_1281_1081_jpg,test,1,1,1,0,0
crack500_20160330_165325_1281_361_jpg,val,1,1,1,0,0
crack500_20160330_165325_1281_721_jpg,train,1,1,1,0,0
crack500_20160330_165325_1921_1081_jpg,train,1,2,2,0,0
crack500_20160330_165325_641_361_jpg,test,1,1,1,0,0
crack500_20160330_165325_641_721_jpg,train,1,2,2,0,0
crack500_20160330_165333_1281_1081_jpg,train,1,2,2,0,0
crack500_20160330_165333_1281_721_jpg,val,1,1,1,0,0
crack500_20160330_165333_1921_361_jpg,test,1,1,1,0,0
crack500_20160330_165333_1921_721_jpg,train,1,3,3,0,0
crack500_20160330_165333_1_1081_jpg,train,1,2,2,0,0
crack500_20160330_165333_641_1081_jpg,train,1,2,2,0,0
crack500_20160330_165333_641_721_jpg,val,1,1,1,0,0
crack500_20160330_165644_1281_1081_jpg,train,1,2,2,0,0
crack500_20160330_165644_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_165644_1281_721_jpg,train,1,4,4,0,0
crack500_20160330_165644_1921_361_jpg,val,1,2,2,0,0
crack500_20160330_165644_1921_721_jpg,train,1,1,1,0,0
crack500_20160330_165644_1_1081_jpg,train,1,1,1,0,0
crack500_20160330_165644_1_361_jpg,test,1,1,1,0,0
crack500_20160330_165644_1_721_jpg,train,1,1,1,0,0
crack500_20160330_165644_641_361_jpg,train,1,1,1,0,0
crack500_20160330_165644_641_721_jpg,test,1,3,3,0,0
crack500_20160330_165956_1281_721_jpg,test,1,3,3,0,0
crack500_20160330_165956_1921_721_jpg,val,1,1,1,0,0
crack500_20160330_165956_1_1081_jpg,test,1,1,1,0,0
crack500_20160330_165956_1_721_jpg,test,1,3,3,0,0
crack500_20160330_165956_641_721_jpg,test,1,1,1,0,0
crack500_20160330_170014_1281_721_jpg,test,1,1,1,0,0
crack500_20160330_170014_1921_721_jpg,val,1,1,1,0,0
crack500_20160330_170014_1_361_jpg,train,1,2,2,0,0
crack500_20160330_170014_1_721_jpg,test,1,1,1,0,0
crack500_20160330_170114_1281_721_jpg,test,1,2,2,0,0
crack500_20160330_170114_1921_721_jpg,train,1,1,1,0,0
crack500_20160330_170114_1_721_jpg,train,1,1,1,0,0
crack500_20160330_170114_641_361_jpg,test,1,2,2,0,0
crack500_20160330_170201_1281_721_jpg,train,1,1,1,0,0
crack500_20160330_170201_1921_721_jpg,train,1,1,1,0,0
crack500_20160330_170201_1_721_jpg,train,1,1,1,0,0
crack500_20160330_170201_641_361_jpg,val,1,1,1,0,0
crack500_20160330_170201_641_721_jpg,train,1,3,3,0,0
crack500_20160330_170256_1281_721_jpg,train,1,2,2,0,0
crack500_20160330_170256_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_170256_1_1_jpg,train,1,1,1,0,0
crack500_20160330_170256_1_361_jpg,train,1,1,1,0,0
crack500_20160330_170256_641_361_jpg,val,1,1,1,0,0
crack500_20160330_170256_641_721_jpg,test,1,2,2,0,0
crack500_20160330_170302_1281_1_jpg,test,1,1,1,0,0
crack500_20160330_170302_1281_361_jpg,test,1,2,2,0,0
crack500_20160330_170302_1281_721_jpg,val,1,4,4,0,0
crack500_20160330_170302_1921_1081_jpg,train,1,1,1,0,0
crack500_20160330_170302_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_170302_1_1081_jpg,train,1,1,1,0,0
crack500_20160330_170302_641_1081_jpg,test,1,1,1,0,0
crack500_20160330_170302_641_1_jpg,test,1,2,2,0,0
crack500_20160330_170302_641_361_jpg,train,1,3,3,0,0
crack500_20160330_170302_641_721_jpg,val,1,4,4,0,0
crack500_20160330_170308_1281_721_jpg,train,1,1,1,0,0
crack500_20160330_170308_1_361_jpg,test,1,1,1,0,0
crack500_20160330_170308_1_721_jpg,train,1,1,1,0,0
crack500_20160330_170308_641_361_jpg,train,1,1,1,0,0
crack500_20160330_170308_641_721_jpg,train,1,2,2,0,0
crack500_20160330_170348_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_170348_1281_721_jpg,val,1,1,1,0,0
crack500_20160330_170348_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_170348_1_721_jpg,train,1,1,1,0,0
crack500_20160330_170348_641_361_jpg,train,1,1,1,0,0
crack500_20160330_170348_641_721_jpg,val,1,1,1,0,0
crack500_20160330_170359_1281_721_jpg,test,1,1,1,0,0
crack500_20160330_170359_1921_361_jpg,test,1,1,1,0,0
crack500_20160330_170359_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_170359_1_721_jpg,test,1,1,1,0,0
crack500_20160330_170359_641_721_jpg,test,1,1,1,0,0
crack500_20160330_170428_1081_641_jpg,train,1,1,1,0,0
crack500_20160330_170428_1_641_jpg,val,1,1,1,0,0
crack500_20160330_170428_361_641_jpg,train,1,1,1,0,0
crack500_20160330_170428_721_641_jpg,test,1,1,1,0,0
crack500_20160330_170501_1281_361_jpg,train,1,1,1,0,0
crack500_20160330_170501_1281_721_jpg,val,1,1,1,0,0
crack500_20160330_170501_1921_361_jpg,val,1,1,1,0,0
crack500_20160330_170501_1921_721_jpg,train,1,1,1,0,0
crack500_20160330_170501_641_361_jpg,test,1,1,1,0,0
crack500_20160330_170501_641_721_jpg,val,1,1,1,0,0
crack500_20160330_170504_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_170504_1281_721_jpg,test,1,1,1,0,0
crack500_20160330_170504_1921_361_jpg,train,1,1,1,0,0
crack500_20160330_170504_1921_721_jpg,train,1,1,1,0,0
crack500_20160330_170504_1_361_jpg,test,1,1,1,0,0
crack500_20160330_170504_1_721_jpg,val,1,1,1,0,0
crack500_20160330_170507_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_170507_1281_721_jpg,train,1,1,1,0,0
crack500_20160330_170507_1921_721_jpg,val,1,1,1,0,0
crack500_20160330_170507_1_361_jpg,test,1,2,2,0,0
crack500_20160330_170507_1_721_jpg,test,1,1,1,0,0
crack500_20160330_170507_641_361_jpg,val,1,2,2,0,0
crack500_20160330_170507_641_721_jpg,train,1,1,1,0,0
crack500_20160330_170848_1281_1_jpg,test,1,3,3,0,0
crack500_20160330_170848_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_170848_1281_721_jpg,train,1,1,1,0,0
crack500_20160330_170848_1921_1_jpg,test,1,2,2,0,0
crack500_20160330_170848_1921_361_jpg,train,1,1,1,0,0
crack500_20160330_170848_1921_721_jpg,val,1,1,1,0,0
crack500_20160330_170848_1_1081_jpg,test,1,2,2,0,0
crack500_20160330_170848_1_1_jpg,train,1,1,1,0,0
crack500_20160330_170848_1_361_jpg,test,1,1,1,0,0
crack500_20160330_170848_1_721_jpg,train,1,1,1,0,0
crack500_20160330_170848_641_1_jpg,val,1,2,2,0,0
crack500_20160330_170848_641_721_jpg,test,1,1,1,0,0
crack500_20160330_170922_1281_721_jpg,train,1,1,1,0,0
crack500_20160330_170922_1921_1081_jpg,val,1,1,1,0,0
crack500_20160330_170922_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_170922_1_361_jpg,test,1,1,1,0,0
crack500_20160330_170922_641_1_jpg,test,1,1,1,0,0
crack500_20160330_170922_641_361_jpg,test,1,3,3,0,0
crack500_20160330_170922_641_721_jpg,train,1,3,3,0,0
crack500_20160330_172305_1281_361_jpg,train,1,2,2,0,0
crack500_20160330_172305_1281_721_jpg,val,1,1,1,0,0
crack500_20160330_172305_1921_361_jpg,train,1,1,1,0,0
crack500_20160330_172305_1921_721_jpg,val,1,1,1,0,0
crack500_20160330_172305_641_361_jpg,val,1,1,1,0,0
crack500_20160330_172305_641_721_jpg,val,1,1,1,0,0
crack500_20160330_172309_1281_361_jpg,test,1,1,1,0,0
crack500_20160330_172309_1281_721_jpg,test,1,2,2,0,0
crack500_20160330_172309_1921_361_jpg,test,1,1,1,0,0
crack500_20160330_172309_1921_721_jpg,test,1,1,1,0,0
crack500_20160330_172309_641_361_jpg,val,1,1,1,0,0
crack500_20160330_172309_641_721_jpg,test,1,1,1,0,0
crack500_20160402_150105_1281_1081_jpg,val,1,1,1,0,0
crack500_20160402_150105_1281_361_jpg,test,1,1,1,0,0
crack500_20160402_150105_1921_1081_jpg,test,1,1,1,0,0
crack500_20160402_150105_1921_361_jpg,test,1,1,1,0,0
crack500_20160402_150105_1921_721_jpg,train,1,1,1,0,0
crack500_20160402_150105_641_1081_jpg,train,1,1,1,0,0
crack500_20160402_150105_641_1_jpg,train,1,1,1,0,0
crack500_20160402_150105_641_361_jpg,train,1,2,2,0,0
crack500_20160402_150105_641_721_jpg,test,1,1,1,0,0
crack500_20160402_150110_1281_1081_jpg,val,1,1,1,0,0
crack500_20160402_150110_1281_1_jpg,test,1,1,1,0,0
crack500_20160402_150110_1921_1081_jpg,train,1,1,1,0,0
crack500_20160402_150110_1921_1_jpg,train,1,1,1,0,0
crack500_20160402_150110_1921_721_jpg,test,1,1,1,0,0
crack500_20160402_150110_1_1081_jpg,train,1,2,2,0,0
crack500_20160402_150110_1_721_jpg,train,1,1,1,0,0
crack500_20160402_150110_641_1081_jpg,test,1,1,1,0,0
crack500_20160402_150110_641_361_jpg,val,1,1,1,0,0
crack500_20160402_150300_1921_721_jpg,train,1,1,1,0,0
crack500_20160402_150300_1_721_jpg,test,1,1,1,0,0
crack500_20160402_150300_641_721_jpg,test,1,1,1,0,0
crack500_20160402_150304_1281_721_jpg,test,1,1,1,0,0
crack500_20160402_150304_1921_721_jpg,train,1,1,1,0,0
crack500_20160402_150304_1_721_jpg,test,1,2,2,0,0
crack500_20160402_150304_641_721_jpg,test,1,1,1,0,0
crack500_20160402_150314_1281_1081_jpg,val,1,1,1,0,0
crack500_20160402_150314_1281_361_jpg,test,1,1,1,0,0
crack500_20160402_150314_1281_721_jpg,test,1,2,2,0,0
crack500_20160402_150314_1921_1_jpg,test,1,1,1,0,0
crack500_20160402_150314_1921_361_jpg,test,1,1,1,0,0
crack500_20160402_150314_1_361_jpg,test,1,1,1,0,0
crack500_20160402_150314_1_721_jpg,test,1,1,1,0,0
crack500_20160402_150314_641_721_jpg,val,1,1,1,0,0
crack500_20160402_150317_1281_361_jpg,test,1,2,2,0,0
crack500_20160402_150317_1281_721_jpg,test,1,2,2,0,0
crack500_20160402_150317_1921_361_jpg,train,1,1,1,0,0
crack500_20160402_150317_1921_721_jpg,val,1,2,2,0,0
crack500_20160402_150317_1_361_jpg,test,1,3,3,0,0
crack500_20160402_150317_1_721_jpg,train,1,1,1,0,0
crack500_20160402_150938_1281_1081_jpg,val,1,1,1,0,0
crack500_20160402_150938_1281_721_jpg,val,1,1,1,0,0
crack500_20160402_150938_1921_1081_jpg,train,1,2,2,0,0
crack500_20160402_150938_1921_721_jpg,test,1,2,2,0,0
crack500_20160402_150938_1_1_jpg,train,1,1,1,0,0
crack500_20160402_150938_1_361_jpg,train,1,2,2,0,0
crack500_20160402_150942_1281_721_jpg,train,1,1,1,0,0
crack500_20160402_150942_1921_1081_jpg,test,1,1,1,0,0
crack500_20160402_150942_1921_721_jpg,train,1,1,1,0,0
crack500_20160402_150942_1_361_jpg,val,1,1,1,0,0
crack500_20160402_150942_641_361_jpg,test,1,1,1,0,0
crack500_20160402_150942_641_721_jpg,train,1,1,1,0,0
crack500_20160402_151049_1281_721_jpg,train,1,1,1,0,0
crack500_20160402_151049_1921_1081_jpg,val,1,1,1,0,0
crack500_20160402_151049_1921_721_jpg,train,1,1,1,0,0
crack500_20160402_151049_1_361_jpg,test,1,1,1,0,0
